name|parent_id|complete_name|pms|faes|arancel_id|estimate_cost|level
EQUIPO CHASIS A MEDIDA (TIPO PC)|HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS|HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS / EQUIPO CHASIS A MEDIDA (TIPO PC)|PM-RRELATS|FAE-4|84733080|6,35|3
ALIMENTACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION|PM-RRELATS|FAE-4|84733080|7,25|4
FUENTE EXTERNA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / FUENTE EXTERNA|PM-M2M|FAE-8|84733080|7,25|5
FUENTE CARRIL DIN|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / FUENTE CARRIL DIN|PM-M2M|FAE-8|85043180|7,25|5
CABLE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / CABLE|PM-M2M|FAE-8|85043180|7,25|5
M.2|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / M.2|PM-M2M|FAE-8|84733080|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ALIMENTACION / OTRO|PM-M2M|FAE-8|85176200|7,25|5
CHASIS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS|PM-M2M|FAE-8|85176200|7,25|4
WALL MOUNT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS / WALL MOUNT|PM-M2M|FAE-8|84733080|7,25|5
CARRIL DIN|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CHASIS / CARRIL DIN|PM-M2M|FAE-8|85176200|7,25|5
INTEGRACION DE VISUALIZACION|SOLUCIONES DE VISUALIZACION|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION|PM-ILED|FAE-9||7,35|2
MONITOR STANDARD|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD|PM-ILED|FAE-9||7,35|3
EQUIPOS DE VISUALIZACION|SOLUCIONES DE VISUALIZACION|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION|PM-ILED|FAE-9||7,35|2
MONITOR CHASIS A MEDIDA|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA|PM-ILED|FAE-9|85285210|7,35|3
OPEN FRAME|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / OPEN FRAME|PM-ILED|FAE-9|85285210|7,35|4
FRAMED|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / FRAMED|PM-ILED|FAE-9|85285210|7,35|4
KIT|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT|PM-ILED|FAE-9|85285210|7,35|4
TFT+TOUCH|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT / TFT+TOUCH|PM-ILED|FAE-9||7,35|5
TFT+TOUCH+CABLE LVDS|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT / TFT+TOUCH+CABLE LVDS|PM-RRELATS|FAE-4|85285210|7,35|5
TFT+TOUCH+CONTROLADORA|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT|SOLUCIONES DE VISUALIZACION / INTEGRACION DE VISUALIZACION / MONITOR STANDARD / KIT / TFT+TOUCH+CONTROLADORA|PM-ILED|FAE-9|85285210|7,35|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / OTRO|PM-ILED|FAE-9|85285210|7,25|5
OPEN FRAME|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA / OPEN FRAME|PM-ILED|FAE-9||7,35|4
FRAMED|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA|SOLUCIONES DE VISUALIZACION / EQUIPOS DE VISUALIZACION / MONITOR CHASIS A MEDIDA / FRAMED|PM-ILED|FAE-9||7,35|4
CHASIS|INDUSTRIAL IOT / SERVICIOS IOT|INDUSTRIAL IOT / SERVICIOS IOT / CHASIS|PM-ILED|FAE-9||0|3
CHASIS 3D|INDUSTRIAL IOT / SERVICIOS IOT / CHASIS|INDUSTRIAL IOT / SERVICIOS IOT / CHASIS / CHASIS 3D|PM-ILED|FAE-9||0|4
INFORME|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / INFORME|PM-ILED|FAE-9||0|4
TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION|PM-ILED|FAE-9||7,25|3
COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|PM-ILED|FAE-9||7,25|4
ISA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / ISA|PM-ILED|FAE-9||7,25|5
PCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / PCI|PM-ILED|FAE-9||7,25|5
PCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / PCIE|PM-ILED|FAE-9||7,25|5
MINIPCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / MINIPCI|PM-ILED|FAE-9||7,25|5
MINIPCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / MINIPCIE|PM-ILED|FAE-9||7,25|5
M.2|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / M.2|PM-ILED|FAE-9||7,25|5
CONVERSOR DE MEDIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / CONVERSOR DE MEDIO|PM-M2M|FAE-8|84733080|7,25|4
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / COMUNICACION / OTRO|PM-M2M|FAE-8|84733080|7,25|5
ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|PM-M2M|FAE-8|84733080|7,25|4
ISA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / ISA|PM-M2M|FAE-8|84733080|7,25|5
PCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / PCI|PM-M2M|FAE-8|84733080|7,25|5
PCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / PCIE|PM-M2M|FAE-8|84733080|7,25|5
MINIPCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / MINIPCI|PM-M2M|FAE-8|84733080|7,25|5
MINIPCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / MINIPCIE|PM-M2M|FAE-8|84733080|7,25|5
M.2|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / M.2|PM-M2M|FAE-8|84733080|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TARJETA EXPANSION / ADQUISICION DE DATOS / OTRO|PM-M2M|FAE-8|84733080|7,25|5
MEMORIA RAM|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM|PM-M2M|FAE-8|84733080|6,35|4
DIMM|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM / DIMM|PM-RRELATS|FAE-4|85423269|6,35|5
SODIMM|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MEMORIA RAM / SODIMM|PM-RRELATS|FAE-4|85423269|6,35|5
SIMPLE FIJA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA|PM-M2M|FAE-8|85291030|7,25|4
STANDARD|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA / STANDARD|PM-M2M|FAE-8|85291030|7,25|5
KIT EVALUACION|COMUNICACIONES INDUSTRIALES / M2M|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION|PM-M2M|FAE-8|85291030|3,75|3
STARTER KIT|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT|PM-M2M|FAE-8|85291030|3,75|4
COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT / COMUNICACION|PM-M2M|FAE-8|85176200|3,75|5
GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT|COMUNICACIONES INDUSTRIALES / M2M / KIT EVALUACION / STARTER KIT / GEOLOCALIZACION|PM-M2M|FAE-8|85176200|3,75|5
ALMACENAMIENTO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO|PM-M2M|FAE-8|85176200|6,35|4
DISCO DURO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / DISCO DURO|PM-RRELATS|FAE-4|84733080|6,35|5
FLASH|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / FLASH|PM-RRELATS|FAE-4|84733080|6,35|5
ADAPTADOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / ADAPTADOR|PM-RRELATS|FAE-4|84733080|6,35|5
CABLE|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALMACENAMIENTO / CABLE|PM-RRELATS|FAE-4|84733080|6,35|5
CABLE ANTENA|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA|PM-M2M|FAE-8|85444290|7,25|4
STANDARD|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA / STANDARD|PM-M2M|FAE-8|85444290|7,25|5
CUSTOM|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CABLE ANTENA / CUSTOM|PM-M2M|FAE-8|85444290|7,25|5
OTRO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / OTRO|PM-RRELATS|FAE-4||6,35|4
CABLE|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE|PM-RRELATS|FAE-4||6,35|4
PUERTO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE / PUERTO|PM-RRELATS|FAE-4|84733080|6,35|5
CUSTOM|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / SIMPLE FIJA / CUSTOM|PM-RRELATS|FAE-4|84733080|7,25|5
OTRO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE / OTRO|PM-RRELATS|FAE-4|85444290|6,35|5
TOOLING|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TOOLING|PM-RRELATS|FAE-4|85444290|7,35|4
OTRO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / OTRO|PM-RRELATS|FAE-4||6,35|4
ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION|PM-RRELATS|FAE-4||13,1|3
ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / ACCESORIO|PM-JUNIOR|FAE-9|85312095|13,1|4
FUENTE AC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC|PM-JUNIOR|FAE-9|85312095|13,1|4
CHASIS|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC / CHASIS|PM-JUNIOR|FAE-9|85043180|13,1|5
OPEN FRAME|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC / OPEN FRAME|PM-JUNIOR|FAE-9|85043180|13,1|5
EXTERNA|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC / EXTERNA|PM-JUNIOR|FAE-9|85043180|13,1|5
CARRIL DIN|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / FUENTE AC/DC / CARRIL DIN|PM-JUNIOR|FAE-9|85043180|13,1|5
CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / CONVERTIDOR DC/DC|PM-JUNIOR|FAE-9|85043180|13,1|4
CHASIS|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / CONVERTIDOR DC/DC / CHASIS|PM-JUNIOR|FAE-9|85043180|13,1|5
COMBINADA CON CABLES|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES|PM-JUNIOR|FAE-9|85043180|7,25|4
STANDARD|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES / STANDARD|PM-M2M|FAE-8|85291030|7,25|5
OPEN FRAME|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / CONVERTIDOR DC/DC|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ALIMENTACION / CONVERTIDOR DC/DC / OPEN FRAME|PM-M2M|FAE-8|85291030|13,1|5
CONECTOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR|PM-M2M|FAE-8|85291030|6,35|4
AÚREO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR / AÚREO|PM-RRELATS|FAE-4|85369010|6,35|5
PANEL|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR / PANEL|PM-RRELATS|FAE-4|85369010|6,35|5
PCB|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR / PCB|PM-RRELATS|FAE-4|85369010|6,35|5
HOUSING|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR / HOUSING|PM-RRELATS|FAE-4|85369010|6,35|5
PIN|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CONECTOR / PIN|PM-RRELATS|FAE-4|85369010|6,35|5
PLACA CPU|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / PLACA CPU|PM-RRELATS|FAE-4|85369010|6,35|4
EMBEDDED|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / PLACA CPU|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / PLACA CPU / EMBEDDED|PM-RRELATS|FAE-4|85369010|6,35|5
MOTHERBOARD|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / PLACA CPU|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / PLACA CPU / MOTHERBOARD|PM-RRELATS|FAE-4|84733080|6,35|5
OSD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO / OSD|PM-RRELATS|FAE-4|84733080|7,35|4
OTRO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO / OTRO|PM-ILED|FAE-4||7,35|4
CUSTOM|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA EXTERNA / COMBINADA CON CABLES / CUSTOM|PM-M2M|FAE-8|85291030|7,25|5
PULSADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO / PULSADOR|PM-JUNIOR|FAE-9|85365011|13,1|4
CHASIS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CHASIS|PM-JUNIOR|FAE-9|85365011|6,35|4
STANDARD|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CHASIS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CHASIS / STANDARD|PM-RRELATS|FAE-4|84733080|6,35|5
A MEDIDA|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CHASIS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CHASIS / A MEDIDA|PM-RRELATS|FAE-4|84733080|6,35|5
TACTIL|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL|PM-RRELATS|FAE-4|84733080|6,35|4
RESISTIVO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL / RESISTIVO|PM-RRELATS|FAE-4|84733080|6,35|5
CAPACITIVO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL / CAPACITIVO|PM-RRELATS|FAE-4|84733080|6,35|5
PCAP|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / TACTIL / PCAP|PM-RRELATS|FAE-4|84733080|6,35|5
DIODO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DIODO|PM-JUNIOR|FAE-9|85411000|13,1|4
CRISTAL|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / CRISTAL|PM-JUNIOR|FAE-9|85416000|13,1|4
DRIVER|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DRIVER|PM-JUNIOR|FAE-9|85416000|13,1|4
DOWLIGHTS|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / DOWLIGHTS|PM-ILED|FAE-9|85437090|13,1|4
ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|PM-M2M|FAE-8|85291030|7,25|3
INTERNA FLEXIBLE|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / INTERNA FLEXIBLE|PM-M2M|FAE-8|85291030|7,25|4
LED|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED|PM-M2M|FAE-8|85291030|13,1|4
