name|parent_id|complete_name|pms|faes|arancel_id|estimate_cost|level
CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|PM-RRELATS|FAE-4|85444290|6,35|4
RGB|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / RGB|PM-RRELATS|FAE-4|85444290|6,35|5
LVDS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / LVDS|PM-RRELATS|FAE-4|85444290|6,35|5
VGA|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / VGA|PM-RRELATS|FAE-4|85444290|6,35|5
HDMI|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / HDMI|PM-RRELATS|FAE-4|85444290|6,35|5
TRACKLIGHT|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / TRACKLIGHT|PM-RRELATS|FAE-4|85444290|13,1|4
GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / GEOLOCALIZACION|PM-RRELATS|FAE-4|85444290|3,75|4
GPS|COMUNICACIONES INDUSTRIALES / M2M / CHIP / GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / CHIP / GEOLOCALIZACION / GPS|PM-RRELATS|FAE-4|85444290|3,75|5
INVERTER|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / INVERTER|PM-RRELATS|FAE-4|85444290|6,35|5
TFT+INVERTER|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / TFT+INVERTER|PM-RRELATS|FAE-4|85444290|6,35|5
TACTIL|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / TACTIL|PM-RRELATS|FAE-4|85444290|6,35|5
OTRO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / CABLE DISPLAY / OTRO|PM-RRELATS|FAE-4|85444290|6,35|5
CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|PM-RRELATS|FAE-4|85444290|6,35|4
RGB|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / RGB|PM-RRELATS|FAE-4|85444290|6,35|5
LVDS|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / LVDS|PM-RRELATS|FAE-4|85444290|6,35|5
VGA|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / VGA|PM-RRELATS|FAE-4|85444290|6,35|5
HDMI|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / HDMI|PM-RRELATS|FAE-4|85444290|6,35|5
INVERTER|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / INVERTER|PM-RRELATS|FAE-4|85444290|6,35|5
TFT+INVERTER|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / TFT+INVERTER|PM-RRELATS|FAE-4|85444290|6,35|5
GNSS|COMUNICACIONES INDUSTRIALES / M2M / CHIP / GEOLOCALIZACION|COMUNICACIONES INDUSTRIALES / M2M / CHIP / GEOLOCALIZACION / GNSS|PM-RRELATS|FAE-4|85444290|3,75|5
TACTIL|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / TACTIL|PM-RRELATS|FAE-4|85444290|6,35|5
OTRO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CABLE DISPLAY / OTRO|PM-RRELATS|FAE-4|85444290|6,35|5
CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|PM-JUNIOR|FAE-9|85444290|13,1|4
RGB|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / RGB|PM-JUNIOR|FAE-9|85444290|13,1|5
LVDS|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / LVDS|PM-JUNIOR|FAE-9|85444290|13,1|5
VGA|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / VGA|PM-JUNIOR|FAE-9|85444290|13,1|5
HDMI|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / HDMI|PM-JUNIOR|FAE-9|85444290|13,1|5
INVERTER|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / INVERTER|PM-JUNIOR|FAE-9|85444290|13,1|5
TFT+INVERTER|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / TFT+INVERTER|PM-JUNIOR|FAE-9|85444290|13,1|5
TACTIL|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / TACTIL|PM-JUNIOR|FAE-9|85444290|13,1|5
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE DISPLAY / OTRO|PM-JUNIOR|FAE-9|85444290|13,1|5
MODULO|COMUNICACIONES INDUSTRIALES / M2M|COMUNICACIONES INDUSTRIALES / M2M / MODULO|PM-JUNIOR|FAE-9|85444290|3,75|3
EQUIPO DEMO|SOLUCIONES DE VISUALIZACION / ILUMINACION LED|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / EQUIPO DEMO|PM-ILED|FAE-9||13,1|3
LIGHT BAR|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / LIGHT BAR|PM-ILED|FAE-9|85414010|13,1|4
BACKLIGHT|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED|SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / BACKLIGHT|PM-ILED|FAE-9|94054039|13,1|4
TOOLING|SOLUCIONES DE VISUALIZACION / VISUALIZACION|SOLUCIONES DE VISUALIZACION / VISUALIZACION / TOOLING|PM-ILED|FAE-4||7,35|3
HARDWARE + FIRMWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE + FIRMWARE|PM-ILED|FAE-4||0|4
DISE±O|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE + FIRMWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE + FIRMWARE / DISE±O|PM-IOT|FAE-8||0|5
FABRICACION|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE + FIRMWARE|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / HARDWARE + FIRMWARE / FABRICACION|PM-IOT|FAE-8||0|5
ACCESS POINT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT|PM-IOT|FAE-8||7,25|4
INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT / INDOOR|PM-M2M|FAE-8|85176200|7,25|5
OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT / OUTDOOR|PM-M2M|FAE-8|85176200|7,25|5
EMBEDDED BOARD|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ACCESS POINT / EMBEDDED BOARD|PM-M2M|FAE-8|85176200|7,25|5
REPETIDOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR|PM-M2M|FAE-8|85176200|7,25|4
SERIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR / SERIE|PM-M2M|FAE-8|85176200|7,25|5
COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|PM-M2M|FAE-8|85176200|3,75|4
WIFI|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / WIFI|PM-M2M|FAE-8|85176200|3,75|5
ETHERNET|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR / ETHERNET|PM-M2M|FAE-8|85176200|7,25|5
USB|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR / USB|PM-M2M|FAE-8|85176200|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / REPETIDOR / OTRO|PM-M2M|FAE-8|85176200|7,25|5
ADQUISICION DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS|PM-M2M|FAE-8|85176200|7,25|3
TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|PM-M2M|FAE-8|85176200|7,25|4
ISA|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / ISA|PM-M2M|FAE-8|85176200|7,25|5
PCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / PCI|PM-M2M|FAE-8|85176200|7,25|5
PCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / PCIE|PM-M2M|FAE-8|85176200|7,25|5
MINIPCI|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / MINIPCI|PM-M2M|FAE-8|85176200|7,25|5
MINIPCIE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / MINIPCIE|PM-M2M|FAE-8|85176200|7,25|5
M.2|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / M.2|PM-M2M|FAE-8|85176200|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ADQUISICION DATOS / TARJETA DE ADQUISICION / OTRO|PM-M2M|FAE-8|85176200|7,25|5
BLUETOOTH|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / BLUETOOTH|PM-M2M|FAE-8|85176200|3,75|5
END POINT|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / END POINT|PM-M2M|FAE-8|85176200|7,25|3
MONITOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR|PM-M2M|FAE-8|85176200|6,35|4
FRAMED|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR / FRAMED|PM-M2M|FAE-8|85176200|6,35|5
OPEN FRAME|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR / OPEN FRAME|PM-M2M|FAE-8|85176200|6,35|5
TFT|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / MONITOR / TFT|PM-RRELATS|FAE-4|85285210|6,35|5
DISEÐO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / DISEÐO|PM-RRELATS|FAE-4||6,35|3
TßCTIL|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL|PM-RRELATS|FAE-4||6,35|4
RESISTIVO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL / RESISTIVO|PM-RRELATS|FAE-9|84733080|6,35|5
CAPACITIVO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL / CAPACITIVO|PM-RRELATS|FAE-9|84733080|6,35|5
PCAP|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TßCTIL / PCAP|PM-RRELATS|FAE-9|84733080|6,35|5
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / IMPRESION / ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / IMPRESION / ACCESORIO / OTRO|PM-CGARCIA|FAE-4||2,35|4
FILTRO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO / FILTRO|PM-ILED|FAE-9|84733080|7,35|4
WIFI+BLUETOOTH|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / WIFI+BLUETOOTH|PM-M2M|FAE-8|85176200|3,75|5
DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY|PM-M2M|FAE-8|85176200|13,1|4
TFT|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY / TFT|PM-M2M|FAE-8|85176200|13,1|5
LCD|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY / LCD|PM-JUNIOR|FAE-9|85312095|13,1|5
OLED|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY / OLED|PM-JUNIOR|FAE-9|85312095|13,1|5
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / DISPLAY / OTRO|PM-JUNIOR|FAE-9|85312095|13,1|5
OTRO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / OTRO|PM-M2M|FAE-8||7,25|4
OSCILADOR|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / OSCILADOR|PM-JUNIOR|FAE-9|85416000|13,1|4
SWITCH|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / SWITCH|PM-JUNIOR|FAE-9|85416000|6,35|4
GESTIONADO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / SWITCH|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / SWITCH / GESTIONADO|PM-JUNIOR|FAE-9|85416000|6,35|5
NO GESTIONADO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / SWITCH|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / SWITCH / NO GESTIONADO|PM-RRELATS|FAE-4|85176200|6,35|5
GATEWAYS Y CONTROLADORES|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES|PM-RRELATS|FAE-4|85176200|7,25|3
SERVICIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SERVICIO|PM-RRELATS|FAE-4|85176200|7,25|3
IQRF|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / IQRF|PM-M2M|FAE-8|85176200|3,75|5
LICENCIA SOFTWARE|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SERVICIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SERVICIO / LICENCIA SOFTWARE|PM-M2M|FAE-8|85176200|7,25|4
DESARROLLO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SERVICIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SERVICIO / DESARROLLO|PM-M2M|FAE-8||7,25|4
CONFIGURACION|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / CONFIGURACION|PM-IOT|FAE-8||0|4
CONECTIVIDAD|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / CONECTIVIDAD|PM-IOT|FAE-8||0|4
INTERNA DIP|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / INTERNA DIP|PM-M2M|FAE-8|85291030|7,25|4
HARDWARE CONECTADO|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / HARDWARE CONECTADO|PM-IOT|FAE-8||7,25|3
PLATAFORMA IOT|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / PLATAFORMA IOT|PM-IOT|FAE-8||0|4
CONECTIVIDAD + PLATAFORMA|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO|INDUSTRIAL IOT / SERVICIOS IOT / SERVICIO / CONECTIVIDAD + PLATAFORMA|PM-IOT|FAE-8||0|4
CONECTOR|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR|PM-IOT|FAE-8||7,25|4
SMA|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR / SMA|PM-M2M|FAE-8|85369010|7,25|5
CELULAR|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION|COMUNICACIONES INDUSTRIALES / M2M / MODULO / COMUNICACION / CELULAR|PM-M2M|FAE-8|85176200|3,75|5
RP-SMA|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR / RP-SMA|PM-M2M|FAE-8|85444290|7,25|5
UFL|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR / UFL|PM-M2M|FAE-8|85369010|7,25|5
HOUSING|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR / HOUSING|PM-M2M|FAE-8|85369010|7,25|5
OTRO|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / CONECTOR / OTRO|PM-M2M|FAE-8|85369010|7,25|5
SOPORTE|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / SOPORTE|PM-M2M|FAE-8|85444290|7,25|4
OTRO|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO|COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO / OTRO|PM-M2M|FAE-8||7,25|4
GATEWAY|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY|PM-M2M|FAE-8||7,25|4
INDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY / INDOOR|PM-M2M|FAE-8|85176200|7,25|5
OUTDOOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY / OUTDOOR|PM-M2M|FAE-8|85176200|7,25|5
MODULO EXPANSION|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / GATEWAY / MODULO EXPANSION|PM-M2M|FAE-8|85176200|7,25|5
CONTROLADOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR|PM-M2M|FAE-8|85176200|7,25|4
EMBEDDED|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / GATEWAYS Y CONTROLADORES / CONTROLADOR / EMBEDDED|PM-M2M|FAE-8|84729080|7,25|5
