"name"|"parent_id"|"complete_name"|"pms"|"faes"|"arancel_id"|"logistics_cost"|"level"
"PDA"|"HARDWARE INDUSTRIAL / SISTEMAS RUGGED"|"HARDWARE INDUSTRIAL / SISTEMAS RUGGED / PDA"|"Roger Relats"|"Rubén Pérez"|"84733080"|"5,1"|"3"
"TABLET"|"HARDWARE INDUSTRIAL / SISTEMAS RUGGED"|"HARDWARE INDUSTRIAL / SISTEMAS RUGGED / TABLET"|"Roger Relats"|"Rubén Pérez"|"84713000"|"5,1"|"3"
"TIRA DE LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / TIRA DE LED"|"Roger Relats"|"Rubén Pérez"|"84713000"|"13,1"|"3"
"STANDARD"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / TIRA DE LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / TIRA DE LED / STANDARD"|"Aina Servent"|"Sergi Gomis"|"84733080"|"13,1"|"4"
"A MEDIDA"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / TIRA DE LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / TIRA DE LED / A MEDIDA"|"Aina Servent"|"Sergi Gomis"|"84733080"|"13,1"|"4"
"LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED"|"Aina Servent"|"Sergi Gomis"|"84733080"|"13,1"|"3"
"COMPONENTE"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / COMPONENTE"|"Aina Servent"|"Sergi Gomis"|"85319000"|"13,1"|"4"
"DIP"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / COMPONENTE"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / COMPONENTE / DIP"|"Aina Servent"|"Sergi Gomis"|"85414010"|"13,1"|"5"
"SMD"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / COMPONENTE"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / COMPONENTE / SMD"|"Aina Servent"|"Sergi Gomis"|"85414010"|"13,1"|"5"
"DISPLAY"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / DISPLAY"|"Aina Servent"|"Sergi Gomis"|"85319000"|"13,1"|"4"
"7 SEGMENTOS"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / DISPLAY"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / DISPLAY / 7 SEGMENTOS"|"Aina Servent"|"Sergi Gomis"|"85312095"|"13,1"|"5"
"SDFS"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / SDFS"|"Aina Servent"|"Sergi Gomis"|"85312095"|"13,1"|"4"
"COMUNICACIONES INDUSTRIALES"|""|"COMUNICACIONES INDUSTRIALES"|""|""|""|"0"|"1"
"DISPOSITIVOS M2M"|"COMUNICACIONES INDUSTRIALES"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"2"
"NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"3"
"ROUTER"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ROUTER"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"4"
"3G"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ROUTER"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / ROUTER / 3G"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"MATRICIAL"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / DISPLAY"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / LED / DISPLAY / MATRICIAL"|"Aina Servent"|"Sergi Gomis"|"85319000"|"13,1"|"5"
"SEMICONDUCTORES & ELECTROMECÁNICOS"|""|"SEMICONDUCTORES & ELECTROMECÁNICOS"|""|""|""|"0"|"1"
"SENSORES DE GAS"|"SEMICONDUCTORES & ELECTROMECÁNICOS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES DE GAS"|"Carles García"|"Sergi Gomis"|"90271090"|"6,6"|"2"
"MOS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES DE GAS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES DE GAS / MOS"|"Carles García"|"Sergi Gomis"|"90271090"|"6,6"|"3"
